# File generated by PiHelper. Please see the project web site for further details on data use terms.
# Exporter: DrugTargetExporter
# Time: 2014.07.15 at 02:17:00 EDT
PiHelper_DrugTarget_ID	HGNC_Symbol	Drug_Name	DataSources	References
6539	CBR1	2-(2-{2-[2-(2-{2-[2-(2-Ethoxy-Ethoxy)-Ethoxy]-Ethoxy}-Ethoxy)-Ethoxy]-Ethoxy}-Ethoxy)-Ethanol, Polyethyleneglycol Peg400	DrugBank	
6540	PTPN1	N-{1-[5-(1-Carbamoyl-2-Mercapto-Ethylcarbamoyl)-Pentylcarbamoyl]-2-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Ethyl}-3-{2-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Acetylamino}-Succinamic Acid	DrugBank	PubMed:17016423;PubMed:17139284
6541	ADH1C	Cyclohexylformamide	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6542	ADH4	Cyclohexylformamide	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6543	PRSS1	Cyclohexane	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6544	LSS	Tetradecane	DrugBank	PubMed:17016423;PubMed:17139284
6545	PLA2G1B	1-O-Octyl-2-Heptylphosphonyl-Sn-Glycero-3-Phosphoethanolamine	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6546	TXNRD1	Spermidine	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6547	BCHE	Butanoic Acid	DrugBank	
6548	ADA	FR230513	DrugBank	PubMed:10592235
6549	CTSF	WRR-99	DrugBank	PubMed:10592235
6550	GRIN3A	Phencyclidine	DrugBank	PubMed:17016423;PubMed:17139284
6551	SIGMAR1	Phencyclidine	DrugBank	PubMed:17016423;PubMed:17139284
6552	ACPP	Alpha-Benzyl-Aminobenzyl-Phosphonic Acid	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6553	GPI	Glucose-6-Phosphate	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6554	CDK2	(2e,3s)-3-Hydroxy-5'-[(4-Hydroxypiperidin-1-Yl)Sulfonyl]-3-Methyl-1,3-Dihydro-2,3'-Biindol-2'(1'h)-One	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6555	PLA2G2E	Oxyphenbutazone	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6556	PLA2G1B	Pyruvoyl Group	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6557	CTSB	Diphenylacetic Acid	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6558	ME2	Alpha-Ketomalonic Acid	DrugBank	PubMed:17016423;PubMed:17139284
6559	SRC	RU82209	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6560	DCPS	N7-Methyl-Guanosine-5'-Monophosphate	DrugBank	PubMed:17016423;PubMed:17139284
6561	CA2	1,2,4-Triazole	DrugBank	PubMed:17016423;PubMed:17139284
6562	PRSS1	CRA_9785	DrugBank	PubMed:10592235
6563	CA2	N-[2-(1h-Indol-5-Yl)-Butyl]-4-Sulfamoyl-Benzamide	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6564	PDE9A	Gamma-Glutamyl[S-(2-Iodobenzyl)Cysteinyl]Glycine	DrugBank	
6565	PDE5A	Gamma-Glutamyl[S-(2-Iodobenzyl)Cysteinyl]Glycine	DrugBank	PubMed:17016423;PubMed:17139284
6566	GSTM4	Gamma-Glutamyl[S-(2-Iodobenzyl)Cysteinyl]Glycine	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6567	CA2	Al-6629, [2h-Thieno[3,2-E]-1,2-Thiazine-6-Sulfonamide,2-(3-Methoxyphenyl)-3-(4-Morpholinyl)-, 1,1-Dioxide]	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6568	FURIN	Decanoic Acid	DrugBank	PubMed:10592235
6569	GLTP	Decanoic Acid	DrugBank	PubMed:10592235
6570	GSTA1	S-Benzyl-Glutathione	DrugBank	
6571	GLO1	S-Benzyl-Glutathione	DrugBank	PubMed:17016423;PubMed:17139284
6572	THRB	[4-(4-Hydroxy-3-Iodo-Phenoxy)-3,5-Diiodo-Phenyl]-Acetic Acid	DrugBank	PubMed:17016423;PubMed:17139284
6573	PDE4D	(S)-Rolipram	DrugBank	
6574	PDE4B	(S)-Rolipram	DrugBank	PubMed:17016423;PubMed:11752352;PubMed:10592235;PubMed:17139284
6575	PRDX5	Diminazene	DrugBank	PubMed:17016423;PubMed:17139284
6576	PRSS1	Diminazene	DrugBank	PubMed:10592235
6577	AOC1	Diminazene	DrugBank	PubMed:10592235
6578	PNP	3-Deoxyguanosine	DrugBank	PubMed:17016423;PubMed:17139284
6579	MAT1A	L-2-Amino-4-Methoxy-Cis-but-3-Enoic Acid	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6580	HADH	3-Hydroxybutyryl-Coenzyme A	DrugBank	PubMed:17016423;PubMed:17139284
6581	P4HB	Ribostamycin	DrugBank	PubMed:11741285
6582	ACTA1	Kabiramide C	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6583	FKBP1A	L-709,587	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6584	MMP8	2-Hydroxy-5-[4-(2-Hydroxy-Ethyl)-Piperidin-1-Yl]-5-Phenyl-1h-Pyrimidine-4,6-Dione	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6585	MAPK10	9-(4-Hydroxyphenyl)-2,7-Phenanthroline	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6586	NQO1	5-Methoxy-1,2-Dimethyl-3-(Phenoxymethyl)Indole-4,7-Dione	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6587	SRC	ISO24	DrugBank	PubMed:10592235
6588	CHIT1	Argifin	DrugBank	PubMed:17016423;PubMed:17139284
6589	GM2A	Lpc-Ether	DrugBank	PubMed:17016423;PubMed:17139284
6590	PLA2G1B	Lpc-Ether	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6591	PPBP	Ethanesulfonic Acid	DrugBank	PubMed:17016423;PubMed:17139284
6592	MMP8	Glycinamid	DrugBank	PubMed:17016423;PubMed:17139284
6593	PRSS3	Guanidine-3-Propanol	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6594	DHPS	1-Guanidinium-7-Aminoheptane	DrugBank	PubMed:17016423;PubMed:11752352;PubMed:10592235;PubMed:17139284
6595	CTSK	Benzofuran-2-Carboxylic Acid {(S)-3-Methyl-1-[3-Oxo-1-(Pyridin-2-Ylsulfonyl)Azepan-4-Ylcarbamoyl]Butyl}Amide	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6596	PRSS1	CRA_1144	DrugBank	PubMed:10592235
6597	HPN	CRA_1144	DrugBank	PubMed:10592235
6598	ENO3	Phosphonoacetohydroxamic Acid	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6599	PIM1	(3e)-3-[(4-Hydroxyphenyl)Imino]-1h-Indol-2(3h)-One	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6600	PYGM	1-Deoxy-1-Methoxycarbamido-Beta-D-Glucopyranose	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6601	PGA3	Iodo-Phenylalanine	DrugBank	PubMed:10592235
6602	DPP4	Iodo-Phenylalanine	DrugBank	PubMed:10592235
6603	CTSL	Cysteinesulfonic Acid	DrugBank	
6604	GLIPR2	Cysteinesulfonic Acid	DrugBank	
6605	PTPN1	Cysteinesulfonic Acid	DrugBank	PubMed:17016423;PubMed:17139284
6606	CDC25B	Cysteinesulfonic Acid	DrugBank	PubMed:17016423;PubMed:17139284
6607	CDK2	1-[(2-Amino-6,9-Dihydro-1h-Purin-6-Yl)Oxy]-3-Methyl-2-Butanol	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6608	CMPK1	P1-(Adenosine-5'-P5-(Uridine-5')Pentaphosphate	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6609	DTYMK	3'-Azido-3'-Deoxythymidine-5'-Monophosphate	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6610	PTGS1	Acetic Acid Salicyloyl-Amino-Ester	DrugBank	PubMed:10592235
6611	PTPN1	2-(Oxalyl-Amino)-4,5,6,7-Tetrahydro-Thieno[2,3-C]Pyridine-3-Carboxylic Acid	DrugBank	PubMed:17016423;PubMed:17139284
6612	BCHE	9-N-Phenylmethylamino-Tacrine	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6613	PAH	Beta(2-Thienyl)Alanine	DrugBank	PubMed:17016423;PubMed:17139284
6614	CA2	Methyl Mercury Ion	DrugBank	PubMed:17016423;PubMed:17139284
6615	MGAT1	Methyl Mercury Ion	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6616	CDC25B	Methyl Mercury Ion	DrugBank	PubMed:17016423;PubMed:17139284
6617	EPHX2	N-Cyclohexyl-N'-Decylurea	DrugBank	PubMed:10592235
6618	ME2	Tartronate	DrugBank	PubMed:17016423;PubMed:17139284
6619	ME3	Tartronate	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6620	MMP9	2-{[Formyl(Hydroxy)Amino]Methyl}-4-Methylpentanoic Acid	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6621	UCKL1	Uridine-5'-Monophosphate	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6622	GLT6D1	Uridine-5'-Monophosphate	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6623	LSM6	Uridine-5'-Monophosphate	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6624	B4GALT1	Uridine-5'-Monophosphate	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6625	ISG20	Uridine-5'-Monophosphate	DrugBank	PubMed:17016423;PubMed:17139284
6626	GSTP1	S-(P-Nitrobenzyl)Glutathione	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6627	PITPNA	(Z,Z)-4-Hydroxy-N,N,N-Trimethyl-10-Oxo-7-[(1-Oxo-9-Octadecenyl)Oxy]-3,5,9-Trioxa-4-Phosphaheptacos-18-En-1-Aminium-4-Oxide	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6628	CTSF	WRR-112	DrugBank	PubMed:10592235
6629	CSNK1G2	N-(2-Aminoethyl)-5-Chloroisoquinoline-8-Sulfonamide	DrugBank	PubMed:10592235
6630	DHFR	6-(2,5-Dimethoxy-Benzyl)-5-Methyl-Pyrido[2,3-D]Pyrimidine-2,4-Diamine	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6631	LSS	Lanosterol	DrugBank	PubMed:17016423;PubMed:17139284
6632	CA2	4-Sulfonamide-[1-(4-Aminobutane)]Benzamide	DrugBank	PubMed:17016423;PubMed:17139284
6633	CELA1	2-[4-[[(S)-1-[[(S)-2-[[(Rs)-3,3,3-Trifluoro-1-Isopropyl-2-Oxopropyl]Aminocarbonyl]Pyrrolidin-1-Yl-]Carbonyl]-2-Methylpropyl]Aminocarbonyl]Benzoylamino]Acetic Acid	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6634	ADH1B	Cyclohexanol	DrugBank	PubMed:17016423;PubMed:17139284
6635	ADH5	12-Hydroxydodecanoic Acid	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6636	GSTM4	1-Hydroxy-2-S-Glutathionyl-3-Para-Nitrophenoxy-Propane	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6637	NOS3	S-Ethyl-N-Phenyl-Isothiourea	DrugBank	PubMed:10592235
6638	NOS1	S-Ethyl-N-Phenyl-Isothiourea	DrugBank	PubMed:10592235
6639	PAPSS1	Adenosine-5'-Phosphosulfate	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6640	PLG	Bicine	DrugBank	PubMed:17016423;PubMed:17139284
6641	NOS1	N5-(1-Imino-3-Butenyl)-L-Ornithine	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6642	LCN9	6-Hydroxy-6-Methyl-Heptan-3-One	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6643	SRC	RU85053	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6644	PTPN1	4-Carbamoyl-4-{[6-(Difluoro-Phosphono-Methyl)-Naphthalene-2-Carbonyl]-Amino}-Butyric Acid	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6645	HSP90B1	N-Ethyl-5'-Carboxamido Adenosine	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6646	SIGLEC1	O-Sialic Acid	DrugBank	PubMed:10592235
6647	AZGP1	O-Sialic Acid	DrugBank	
6648	CES1	O-Sialic Acid	DrugBank	
6649	SELP	O-Sialic Acid	DrugBank	PubMed:17016423;PubMed:17139284
6650	MBL2	O-Sialic Acid	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6651	SELE	O-Sialic Acid	DrugBank	PubMed:17016423;PubMed:17139284
6652	REG1A	O-Sialic Acid	DrugBank	PubMed:17016423;PubMed:17139284
6653	PARP1	3,4-Dihydro-5-Methyl-Isoquinolinone	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6654	PCK1	Phosphomethylphosphonic Acid-Guanylate Ester	DrugBank	PubMed:17016423;PubMed:17139284
6655	RNASE1	Purine Riboside-5'-Monophosphate	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6656	UROD	Coproporphyrin I	DrugBank	PubMed:17016423;PubMed:17139284
6657	PLAU	2-Amino-5-Hydroxy-Benzimidazole	DrugBank	PubMed:17016423;PubMed:17139284
6658	ARG1	S-2-(Boronoethyl)-L-Cysteine	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6659	ARG2	S-2-(Boronoethyl)-L-Cysteine	DrugBank	PubMed:17016423;PubMed:17139284
6660	BST1	Etheno-Nadp	DrugBank	PubMed:17016423;PubMed:17139284
6661	REN	2-Cyclopropylmethylenepropanal	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6662	CDK2	4-((3r,4s,5r)-4-Amino-3,5-Dihydroxy-Hex-1-Ynyl)-5-Fluoro-3-[1-(3-Methoxy-1h-Pyrrol-2-Yl)-Meth-(Z)-Ylidene]-1,3-Dihydro-Indol-2-One	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6663	PPCDC	Pantothenoylaminoethenethiol	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6664	IGHG1	2-(Acetylamino)-2-Deoxy-a-D-Glucopyranose	DrugBank	
6665	ACE	2-(Acetylamino)-2-Deoxy-a-D-Glucopyranose	DrugBank	PubMed:17016423;PubMed:17139284
6666	ACHE	2-(Acetylamino)-2-Deoxy-a-D-Glucopyranose	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6667	GBA	2-(Acetylamino)-2-Deoxy-a-D-Glucopyranose	DrugBank	PubMed:17016423;PubMed:17139284
6668	SIGLEC7	2-(Acetylamino)-2-Deoxy-a-D-Glucopyranose	DrugBank	PubMed:17016423;PubMed:17139284
6669	ESR1	Compound 4-D	DrugBank	PubMed:17016423;PubMed:17139284
6670	PYGL	Cp403700, (S)-1-{2-[(5-Chloro-1h-Indole-2-Carbonyl)-Amino]-3-Phenyl-Propionyl}-Azetidine-3-Carboxylate	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6671	HEXB	3ar,5r,6s,7r,7ar-5-Hydroxymethyl-2-Methyl-5,6,7,7a-Tetrahydro-3ah-Pyrano[3,2-D]Thiazole-6,7-Diol	DrugBank	PubMed:17016423;PubMed:17139284
6672	HSP90AA1	4-(1h-Imidazol-4-Yl)-3-(5-Ethyl-2,4-Dihydroxy-Phenyl)-1h-Pyrazole	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6673	PTGS1	P-(2'-Iodo-5'-Thenoyl)Hydrotropic Acid	DrugBank	PubMed:10592235
6674	PTGS1	Flurbiprofen Methyl Ester	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6675	CANT1	Tris(Hydroxymethyl)Aminomethane	DrugBank	PubMed:17016423;PubMed:17139284
6676	NEIL1	Tris(Hydroxymethyl)Aminomethane	DrugBank	
6677	AMD1	Tris(Hydroxymethyl)Aminomethane	DrugBank	PubMed:17016423;PubMed:17139284
6678	VEGFA	Tris(Hydroxymethyl)Aminomethane	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6679	DCN	Tris(Hydroxymethyl)Aminomethane	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6680	CELA1	(Tert-Butyloxycarbonyl)-Alanyl-Alanyl-Amine	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6681	HSP90AB1	Radicicol	DrugBank	PubMed:10592235
6682	HSP90B1	Radicicol	DrugBank	PubMed:10592235
6683	DLAT	Radicicol	DrugBank	PubMed:10592235
6684	PDK3	Radicicol	DrugBank	PubMed:10592235
6685	GRIA2	Dnqx	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6686	GCSH	Dihydrolipoic Acid	DrugBank	PubMed:10592235
6687	DLAT	Dihydrolipoic Acid	DrugBank	PubMed:10592235
6688	PDK3	Dihydrolipoic Acid	DrugBank	PubMed:10592235
6689	RNASE1	Cytidine-2'-Monophosphate	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6690	GPHN	Propanoic Acid	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6691	CTSS	Morpholine-4-Carboxylic Acid [1s-(2-Benzyloxy-1r-Cyano-Ethylcarbamoyl)-3-Methyl-Butyl]Amide	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6692	AHCY	D-Eritadenine	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6693	ABO	2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,5-Diol	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6694	AMY2A	6-Deoxy-Alpha-D-Glucose	DrugBank	
6695	PIM1	Rbt205 Inhibitor	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6696	PDPK1	Rbt205 Inhibitor	DrugBank	PubMed:10592235
6697	PRKCI	Rbt205 Inhibitor	DrugBank	PubMed:10592235
6698	ACACB	2-[4-(2,4-Dichlorophenoxy)Phenoxy]Propanoic Acid	DrugBank	PubMed:10592235
6699	PLAU	N-(1-Adamantyl)-N'-(4-Guanidinobenzyl)Urea	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6700	PTGS1	Phenacetin	DrugBank	PubMed:11752352
6701	PLA2G2A	Elaidoylamide	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6702	THRB	GC-24	DrugBank	PubMed:17016423;PubMed:17139284
6703	NR1H2	(3-{3-[[2-Chloro-3-(Trifluoromethyl)Benzyl](2,2-Diphenylethyl)Amino]Propoxy}Phenyl)Acetic Acid	DrugBank	PubMed:17016423;PubMed:17139284
6704	RNASE1	5-Amino-1h-Pyrimidine-2,4-Dione	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6705	DAO	Benzoic Acid	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6706	HRSP12	Benzoic Acid	DrugBank	PubMed:17016423;PubMed:17139284
6707	RAB9A	Benzoic Acid	DrugBank	PubMed:17016423;PubMed:17139284
6708	PRDX5	Benzoic Acid	DrugBank	PubMed:17016423;PubMed:17139284
6709	PAEP	Palmitic Acid	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6710	HNF4G	Palmitic Acid	DrugBank	
6711	CYP2C8	Palmitic Acid	DrugBank	PubMed:14676196
6712	TRAPPC3	Palmitic Acid	DrugBank	
6713	RHO	Palmitic Acid	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6714	SEC14L2	Palmitic Acid	DrugBank	PubMed:17016423;PubMed:17139284
6715	PPT1	Palmitic Acid	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6716	PMP2	Palmitic Acid	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6717	LALBA	Palmitic Acid	DrugBank	PubMed:18620538
6718	TYMS	2'-deoxyuridylic acid	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6719	CDK2	Lysine Nz-Carboxylic Acid	DrugBank	PubMed:17016423;PubMed:17139284
6720	ESR1	1-[4-(Octahydro-Pyrido[1,2-a]Pyrazin-2-Yl)-Phenyl]-2-Phenyl-1,2,3,4-Tetrahydro-Isoquinolin-6-Ol	DrugBank	PubMed:17016423;PubMed:17139284
6721	DHODH	Antiproliferative Agent A771726	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6722	PDE4B	1-(2-Chlorophenyl)-3,5-Dimethyl-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6723	HSP90AA1	9-Butyl-8-(3-Methoxybenzyl)-9h-Purin-6-Amine	DrugBank	PubMed:10592235
6724	ACHE	2-(N-Morpholino)-Ethanesulfonic Acid	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6725	HSD11B1	2-(N-Morpholino)-Ethanesulfonic Acid	DrugBank	PubMed:17016423;PubMed:17139284
6726	B4GALT1	2-(N-Morpholino)-Ethanesulfonic Acid	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6727	QDPR	2-(N-Morpholino)-Ethanesulfonic Acid	DrugBank	PubMed:10592235
6728	ASL	2-(N-Morpholino)-Ethanesulfonic Acid	DrugBank	PubMed:10592235
6729	ARL3	2-(N-Morpholino)-Ethanesulfonic Acid	DrugBank	PubMed:10592235
6730	L3MBTL1	2-(N-Morpholino)-Ethanesulfonic Acid	DrugBank	
6731	BCHE	2-(N-Morpholino)-Ethanesulfonic Acid	DrugBank	
6732	PRDX6	2-(N-Morpholino)-Ethanesulfonic Acid	DrugBank	PubMed:10592235
6733	SFTPA1	2-(N-Morpholino)-Ethanesulfonic Acid	DrugBank	PubMed:10592235
6734	IRGC	2-(N-Morpholino)-Ethanesulfonic Acid	DrugBank	PubMed:10592235
6735	CMA1	2-(N-Morpholino)-Ethanesulfonic Acid	DrugBank	PubMed:17016423;PubMed:17139284
6736	GSTP1	2-(N-Morpholino)-Ethanesulfonic Acid	DrugBank	PubMed:17016423;PubMed:17139284
6737	ARSA	2-Amino-3-Hydroxy-3-Phosphonooxy-Propionic Acid	DrugBank	
6738	BCHE	Ethyl Dihydrogen Phosphate	DrugBank	
6739	PNMT	7-Iodo-1,2,3,4-Tetrahydro-Isoquinoline	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6740	SRC	RU78299	DrugBank	PubMed:10592235
6741	CROT	3-Carboxy-N,N,N-Trimethyl-2-(Octanoyloxy)Propan-1-Aminium	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6742	PYGM	N-(8,9,10-Trihydroxy-7-Hydroxymethyl-2,4-Dioxo-6-Oxa-1,3-Diaza-Spiro[4.5]Dec-3-Yl-Acetamide	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6743	CTSS	Morpholine-4-Carboxylic Acid (1-(3-Benzenesulfonyl-1-Phenethylallylcarbamoyl)-3-Methylbutyl)-Amide	DrugBank	PubMed:17016423;PubMed:17139284
6744	XDH	Y-700	DrugBank	PubMed:10592235
6745	CA2	N-(2,6-Diflouro-Benzyl)-4-Sulfamoyl-Benzamide	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6746	DTYMK	P1-(5'-Adenosyl)P5-(5'-(3'azido-3'-Deoxythymidyl))Pentaphosphate	DrugBank	PubMed:17016423;PubMed:17139284
6747	F2	Gamma-Carboxy-Glutamic Acid	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6748	BGLAP	Gamma-Carboxy-Glutamic Acid	DrugBank	PubMed:10592235
6749	F10	Gamma-Carboxy-Glutamic Acid	DrugBank	PubMed:10592235
6750	F9	Gamma-Carboxy-Glutamic Acid	DrugBank	
6751	NR1H2	Benzenesulfonyl	DrugBank	PubMed:17016423;PubMed:17139284
6752	PDE4D	Cis-4-Cyano-4-[3-(Cyclopentyloxy)-4-Methoxyphenyl]Cyclohexanecarboxylic Acid	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6753	PDE4B	Cis-4-Cyano-4-[3-(Cyclopentyloxy)-4-Methoxyphenyl]Cyclohexanecarboxylic Acid	DrugBank	PubMed:17016423;PubMed:17139284
6754	ACTA1	Jaspisamide A	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6755	ODC1	Alpha-Difluoromethylornithine	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6756	ESR2	N-Butyl-11-[(7r,8r,9s,13s,14s,17s)-3,17-Dihydroxy-13-Methyl-7,8,9,11,12,13,14,15,16,17-Decahydro-6h-Cyclopenta[a]Phenanthren-7-Yl]-N-Methylundecanamide	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6757	HEXB	(2r,3r,4s,5r)-2-Acetamido-3,4-Dihydroxy-5-Hydroxymethyl-Piperidinium	DrugBank	PubMed:17016423;PubMed:17139284
6758	KCNMB2	(2r,3r,4s,5r)-2-Acetamido-3,4-Dihydroxy-5-Hydroxymethyl-Piperidinium	DrugBank	
6759	PREP	Monothioglycerol	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6760	F2	6-Chloro-2-(2-Hydroxy-Biphenyl-3-Yl)-1h-Indole-5-Carboxamidine	DrugBank	PubMed:10592235
6761	PRSS1	6-Chloro-2-(2-Hydroxy-Biphenyl-3-Yl)-1h-Indole-5-Carboxamidine	DrugBank	PubMed:10592235
6762	PLAU	6-Chloro-2-(2-Hydroxy-Biphenyl-3-Yl)-1h-Indole-5-Carboxamidine	DrugBank	PubMed:10592235
6763	HPN	6-Chloro-2-(2-Hydroxy-Biphenyl-3-Yl)-1h-Indole-5-Carboxamidine	DrugBank	PubMed:10592235
6764	PTGS2	Prostaglandin G2	DrugBank	PubMed:10592235
6765	GSR	Meta-Nitro-Tyrosine	DrugBank	PubMed:17016423;PubMed:17139284
6766	PRSS1	Thieno[2,3-B]Pyridine-2-Carboxamidine	DrugBank	PubMed:10592235
6767	PLAU	Thieno[2,3-B]Pyridine-2-Carboxamidine	DrugBank	PubMed:10592235
6768	CA2	AL4623	DrugBank	PubMed:17016423;PubMed:17139284
6769	ABL1	N-[4-Methyl-3-[[4-(3-Pyridinyl)-2-Pyrimidinyl]Amino]Phenyl]-3-Pyridinecarboxamide	DrugBank	PubMed:10592235
6770	MBL2	Alpha-L-Methyl-Fucose	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6771	MMP8	Batimastat	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6772	MMP12	Batimastat	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6773	MMP16	Batimastat	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
6774	ADAM28	Batimastat	DrugBank	PubMed:10592235
6775	ADAMTS5	Batimastat	DrugBank	PubMed:10592235
6776	PNP	MT-Immucillin-H	DrugBank	PubMed:14982926
6777	ESR2	5-Alpha-Androstane-3-Beta,17beta-Diol	DrugBank	PubMed:20557886
6778	HAO1	3-Phenylpyruvic Acid	DrugBank	PubMed:10592235
6779	SPR	Biopterin	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
