# File generated by PiHelper. Please see the project web site for further details on data use terms.
# Exporter: DrugExporter
# Time: 2014.07.15 at 01:58:08 EDT
PiHelper_Drug_ID	Drug_Name	Drug_Synonyms	Description	Number_of_Targets	ATC_Codes	isFdaApproved	isCancerDrug	isNutraceutical	Number_Of_Clinical_Trials	DataSources	References
58851	Dextrofloxacine		"A synthetic fluoroquinolone (FLUOROQUINOLONES) antibacterial agent that inhibits the supercoiling activity of bacterial DNA GYRASE, halting DNA REPLICATION. [PubChem]"	0		false	false	false	-1	DrugBank	PubChem Substance:46506037;PubChem Compound:452723;DrugBank:DB03034;PDB:XED
58852	1,8-Di-Hydroxy-4-Nitro-Anthraquinone		""	1		false	false	false	-1	DrugBank	PDB:HNA;DrugBank:DB03035;ChemSpider:3824524;PubChem Compound:4634231;PubChem Substance:46507700
58853	Oxidized Acetyl Dithranol		""	0		false	false	false	-1	DrugBank	PubChem Compound:3266379;ChEBI:44492;DrugBank:DB03037;ChemSpider:2516017;PDB:OAL;PubChem Substance:46507378
58854	LY341770		""	0		false	false	false	-1	DrugBank	DrugBank:DB03038;PubChem Substance:46508623;PubChem Compound:46936561;PDB:LY3
58855	4-(Aminosulfonyl)-N-[(2,5-Difluorophenyl)Methyl]-Benzamide		""	1		false	false	false	-1	DrugBank	DrugBank:DB03039;BindingDB:12018;ChemSpider:393648;PubChem Substance:46505379;PubChem Compound:446239;PDB:IOA
58856	Nitrilotriacetic Acid		"A derivative of acetic acid, N(CH2COOH)3. It is a complexing (sequestering) agent that forms stable complexes with Zn2+. (From Miall&#39;s Dictionary of Chemistry, 5th ed.)"	1		false	false	false	-1	DrugBank	DrugBank:DB03040;ChEBI:44557;PDB:NTA;PubChem Substance:46504710;PubChem Compound:8758
58857	Udp-Glucuronic Acid		"A nucleoside diphosphate sugar which serves as a source of glucuronic acid for polysaccharide biosynthesis. It may also be epimerized to UDP iduronic acid, which donates iduronic acid to polysaccharides. In animals, UDP glucuronic acid is used for formation of many glucosiduronides with various aglycones. [PubChem]"	1		false	false	false	-1	DrugBank	PDB:UGA;PubChem Compound:46936562;DrugBank:DB03041;PubChem Substance:46504863
58858	5-Phosphoarabinonic Acid		""	1		false	false	false	-1	DrugBank	PubChem Substance:46509004;PDB:PA5;PubChem Compound:46936563;DrugBank:DB03042
58859	(S)-2-Amino-3-(6h-Selenolo[2,3-B]-Pyrrol-4-Yl)-Propionic Acid		""	0		false	false	false	-1	DrugBank	PDB:23S;PubChem Compound:15480321;DrugBank:DB03043;PubChem Substance:46509111
58860	1-(5-Tert-Butyl-2-P-Tolyl-2h-Pyrazol-3-Yl)-3-[4-(2-Morpholin-4-Yl-Ethoxy)-Naphthalen-1-Yl]-Urea		""	1		false	false	false	-1	DrugBank	BindingDB:13533;PubChem Substance:46506062;DrugBank:DB03044;PDB:B96;PubChem Compound:156422
58861	Pantothenyl-Aminoethanol-Acetate Pivalic Acid		""	0		false	false	false	-1	DrugBank	PDB:168;DrugBank:DB03045;PubChem Substance:46505656;PubChem Compound:447720
58862	7-Methoxy-8-[1-(Methylsulfonyl)-1h-Pyrazol-4-Yl]Naphthalene-2-Carboximidamide		""	1		false	false	false	-1	DrugBank	PubChem Compound:5289529;PubChem Substance:46507183;DrugBank:DB03046;ChemSpider:4451476;PDB:UI3;BindingDB:50147085
58863	L-Alpha-Phosphatidyl-Beta-Oleoyl-Gamma-Palmitoyl-Phosphatidylethanolamine		""	0		false	false	false	-1	DrugBank	DrugBank:DB03047;PubChem Substance:46504534;PDB:EPH;PubChem Compound:46936564
58864	6-Carboxymethyluracil		""	1		false	false	false	-1	DrugBank	DrugBank:DB03048;ChEBI:46371;PubChem Compound:73271;PubChem Substance:46507113;PDB:UAA
58865	S-Selanyl Cysteine		""	0		false	false	false	-1	DrugBank	PDB:CSZ;DrugBank:DB03049;PubChem Substance:46506767;PubChem Compound:46936565
58866	Geran-8-Yl Geran		""	1		false	false	false	-1	DrugBank	PDB:GER;PubChem Substance:46508517;DrugBank:DB03050;PubChem Compound:446073
58867	Tetrahydrofuran-2-Carboxylic Acid		""	0		false	false	false	-1	DrugBank	PDB:TFB;PubChem Compound:2734707;PubChem Substance:46507044;DrugBank:DB03051
58868	Dazoxiben	Dazoxibenum [INN-Latin];DAZOXIBEN;Dazoxiben [INN-Spanish];Benzoic acid, 4-(2-(1H-imidazol-1-yl)ethoxy)-;Dazoxibene [INN-French]	""	1		false	false	false	-1	DrugBank;KEGG Drugs	PubChem Substance:46506407;CAS:74226-22-5;PubChem Compound:53001;BindingDB:7962;KEGG:D03663;LigandBox:D03663;PubChem Substance:17397759;DrugBank:DB03052;NIKKAJI:J358.650B
58869	1-Aminocyclopropylphosphonate		""	0		false	false	false	-1	DrugBank	ChEBI:30989;PubChem Substance:46508758;DrugBank:DB03053;ChemSpider:168966;PDB:MLP;PubChem Compound:194762
58870	Tribromomethane		""	0		false	false	false	-1	DrugBank	DrugBank:DB03054;PubChem Substance:46508715;PubChem Compound:5558;PDB:MBR
58871	4-Piperidino-Piperidine		""	1		false	false	false	-1	DrugBank	DrugBank:DB03056;PubChem Compound:78607;ChemSpider:70964;PDB:4PN;ChEBI:40117;PubChem Substance:46507790
58872	Malonaldehyde		"The dialdehyde of malonic acid. [PubChem]"	0		false	false	false	-1	DrugBank	DrugBank:DB03057;PubChem Compound:10964;ChEBI:566274;PDB:MDD;PubChem Substance:46508596
58873	Isatoic Anhydride		""	1		false	false	false	-1	DrugBank	PubChem Compound:21439;PDB:SOA;DrugBank:DB03058;PubChem Substance:46507435
58874	Acetoacetyl-Coenzyme A		""	3		false	false	false	-1	DrugBank	PDB:CAA;DrugBank:DB03059;ChEBI:15345;PubChem Compound:46936566;KEGG Compound:C00332;PubChem Substance:46506303
58875	Sri-9662		""	1		false	false	false	-1	DrugBank	PDB:LII;PubChem Compound:446753;DrugBank:DB03060;PubChem Substance:46506463;ChemSpider:394034
58876	(R)-N-(1-Methyl-Hexyl)-Formamide		""	1		false	false	false	-1	DrugBank	PubChem Compound:5289037;PDB:NMH;PubChem Substance:46505344;DrugBank:DB03061
58877	(1-Methyl-1h-Imidazol-2-Yl)-(3-Methyl-4-{3-[(Pyridin-3-Ylmethyl)-Amino]-Propoxy}-Benzofuran-2-Yl)-Methanone		""	1		false	false	false	-1	DrugBank	PubChem Compound:446386;ChemSpider:393760;PubChem Substance:46505140;DrugBank:DB03062;PDB:R64
58878	N-(1-Benzyl-3-{[3-(1,3-Dioxo-1,3-Dihydro-Isoindol-2-Yl)-Propionyl]-[2-(Hexahydro-Benzo[1,3]Dioxol-5-Yl)-Ethyl]-Amino}-2-Hydroxy-Propyl)-4-Benzyloxy-3,5-Dimethoxy-Benzamide		""	0		false	false	false	-1	DrugBank	PDB:EH5;PubChem Substance:46505048;PubChem Compound:46936567;DrugBank:DB03063
58879	3-Decyl-2,5-Dioxo-4-Hydroxy-3-Pyrroline		""	1		false	false	false	-1	DrugBank	PubChem Substance:46508841;PDB:DHP;PubChem Compound:444303;DrugBank:DB03064;ChemSpider:392275
58880	7-Nitroindazole-2-Carboxamidine		""	1		false	false	false	-1	DrugBank	DrugBank:DB03065;PubChem Compound:1894;ChemSpider:1822;PubChem Substance:46506294;PDB:7I2
58881	D-Lactic Acid		"A normal intermediate in the fermentation (oxidation, metabolism) of sugar. The concentrated form is used internally to prevent gastrointestinal fermentation. (From Stedman, 26th ed)"	0		false	false	false	-1	DrugBank	PubChem Compound:61503;ChEBI:341;DrugBank:DB03066;Guide to Pharmacology:2934;PubChem Substance:46505962;PDB:DLA;KEGG Compound:C00256;IUPHAR:2934
58882	4-{2,4-Bis[(3-Nitrobenzoyl)Amino]Phenoxy}Phthalic Acid		""	1		false	false	false	-1	DrugBank	PubChem Substance:46507780;DrugBank:DB03067;PDB:195;PubChem Compound:657141
58883	Zebularine	DHZ;1-beta-D-ribofuranosyl-2(1H)-pyrimidinone;Pyrimidin-2-one ribonucleoside;Pyrimidin-2-one beta-D-ribofuranoside;pyrimidin-2-one beta-ribofuranoside;1-beta-D-ribofuranosylpyrimidin-2(1H)-one	"A chemically stable, cytidine analog that displays anti-tumor properties.  Acts as a transition state analog inhibitor of cytidine deaminase by binding to the active size as covalent hydrates.  Also shown to inhibit DNA methylation and tumor growth both in vitro and in vivo."	1		false	true	false	-1	DrugBank	PubChem Compound:100016.0;CTRP:287;DrugBank:DB03068;PubChem Compound:100016;PubChem Substance:46504541;ChEBI:46938
58884	Cytidine-5'-Diphospho-Beta-D-Xylose		""	0		false	false	false	-1	DrugBank	DrugBank:DB03069;PDB:CXY;PubChem Substance:46506620;PubChem Compound:46936568
58885	Selenazole-4-Carboxyamide-Adenine Dinucleotide		""	1		false	false	false	-1	DrugBank	PubChem Substance:46508188;PDB:SAE;DrugBank:DB03070;PubChem Compound:46936569
58886	4-Methylidene-5-One		""	0		false	false	false	-1	DrugBank	PubChem Compound:17754076;PDB:MDO;DrugBank:DB03071;PubChem Substance:46504801
58887	2-{3-[4-(4-Fluorophenyl)-3,6-Dihydro-1(2h)-Pyridinyl]Propyl}-8-Methyl-4(3h)-Quinazolinone		""	1		false	false	false	-1	DrugBank	DrugBank:DB03072;BindingDB:27709;PDB:FRM;ChemSpider:395553;PubChem Compound:448889;PubChem Substance:46504692
58888	3-Methoxybenzamide		""	1		false	false	false	-1	DrugBank	PDB:3MB;DrugBank:DB03073;PubChem Compound:98487;PubChem Substance:46508871
58889	7-Deaza-7-Cyano-Guanine		""	0		false	false	false	-1	DrugBank	PubChem Compound:446357;DrugBank:DB03074;PDB:PQ0;PubChem Substance:46506593
58890	(Diphosphono)Aminophosphonic Acid		""	0		false	false	false	-1	DrugBank	ChemSpider:394777;DrugBank:DB03075;PubChem Substance:46505469;PDB:PPK;PubChem Compound:447781
58891	AHA047		""	0		false	false	false	-1	DrugBank	PDB:NM1;PubChem Substance:46509182;PubChem Compound:46936570;BindingDB:335;DrugBank:DB03076
58892	3-Amino-4-{3-[2-(2-Propoxy-Ethoxy)-Ethoxy]-Propylamino}-Cyclobut-3-Ene-1,2-Dione		""	0		false	false	false	-1	DrugBank	PubChem Compound:4476954;ChemSpider:3675099;PubChem Substance:46507819;DrugBank:DB03077;PDB:LNQ
58893	PASBN		""	1		false	false	false	-1	DrugBank	BindingDB:14688;PubChem Substance:46506627;ChemSpider:4451221;PubChem Compound:5289215;PDB:PSN;DrugBank:DB03078
58894	Alpha-Ribazole-5'-Phosphate Derivative		""	0		false	false	false	-1	DrugBank	PubChem Substance:46508381;PubChem Compound:46936571;DrugBank:DB03079;PDB:1RB
58895	17-Dmag		""	1		false	false	false	-1	DrugBank	ChemSpider:3674506;PubChem Substance:46504670;BindingDB:31996;PubChem Compound:46936572;DrugBank:DB03080;PDB:KOS
58896	Crc200 (Chiron-Behring)		""	1		false	false	false	-1	DrugBank	DrugBank:DB03081;PubChem Substance:46508948;PubChem Compound:46936573;PDB:CCR
58897	6-[(Z)-Amino(Imino)Methyl]-N-[4-(Aminomethyl)Phenyl]-4-(Pyrimidin-2-Ylamino)-2-Naphthamide		""	1		false	false	false	-1	DrugBank	DrugBank:DB03082;PubChem Compound:448605;PDB:UI1;PubChem Substance:46509158;BindingDB:50147093
58898	IC261		""	1		false	false	false	-1	DrugBank	PubChem Compound:5288600;DrugBank:DB03083;PubChem Substance:46509166;ChemSpider:4450729;PDB:IC1
58899	Cyclopropyl-{4-[5-(3,4-Dichlorophenyl)-2-[(1-Methyl)-Piperidin]-4-Yl-3-Propyl-3h-Imidazol-4-Yl]-Pyrimidin-2-Yl}Amine		""	1		false	false	false	-1	DrugBank	DrugBank:DB03084;BindingDB:16015;PubChem Compound:447872;PubChem Substance:46505259;PDB:984
58900	Hydroxyacetic Acid	Hydroxyethanoic Acid	""	1		false	false	false	-1	DrugBank	DrugBank:DB03085;PubChem Substance:46508186;ChEBI:29805;PDB:GOA;PubChem Compound:757;KEGG Compound:C00160
58901	N'-(2s,3r)-3-Amino-4-Cyclohexyl-2-Hydroxy-Butano-N-(4-Methylphenyl)Hydrazide		""	1		false	false	false	-1	DrugBank	DrugBank:DB03086;PubChem Substance:46504926;ChemSpider:395133;PDB:AO2;PubChem Compound:448288
58902	2-(Sec-Butyl)Thiazole		""	1		false	false	false	-1	DrugBank	PubChem Substance:46504943;PubChem Compound:5289510;PDB:TZL;DrugBank:DB03087
58903	Pyroglutamic Acid		"A cyclized derivative of L-GLUTAMIC ACID. Elevated blood levels may be associated with problems of GLUTAMINE or GLUTATHIONE metabolism. [PubChem]"	11		false	false	false	-1	DrugBank	PDB:5HP;ChEBI:18183;KEGG Compound:C01879;PubChem Compound:439685;DrugBank:DB03088;PubChem Substance:46506886
58904	L-Iso-Aspartate		""	0		false	false	false	-1	DrugBank	PDB:ASI;PubChem Compound:12049686;DrugBank:DB03089;PubChem Substance:46507492
58905	Ethylaminobenzylmethylcarbonyl Group		""	0		false	false	false	-1	DrugBank	DrugBank:DB03090;PubChem Substance:46508025;PubChem Compound:5289217;PDB:PSS
58906	4-Amido-4-Carbamoyl-Butyric Acid		""	0		false	false	false	-1	DrugBank	DrugBank:DB03091;PubChem Compound:445883;PubChem Substance:46506385;PDB:GMA
58907	5-Hydroxymethyl-Chonduritol		""	3		false	false	false	-1	DrugBank	PubChem Substance:46505091;DrugBank:DB03092;PubChem Compound:46936574;ChemSpider:3824521;PDB:HMC
58908	8-(2,5-Dimethoxy-Benzyl)-2-Fluoro-9h-Purin-6-Ylamine		""	1		false	false	false	-1	DrugBank	BindingDB:15382;DrugBank:DB03093;PubChem Compound:448973;ChemSpider:395621;PubChem Substance:46507104;PDB:PU2
58909	3,5-Dihydro-5-Methylidene-4h-Imidazol-4-On		""	0		false	false	false	-1	DrugBank	PDB:175;DrugBank:DB03094;PubChem Substance:46507975;PubChem Compound:17753766
58910	Tetramethylammonium Ion		""	1		false	false	false	-1	DrugBank	PubChem Compound:6380;DrugBank:DB03095;PDB:TMA;PubChem Substance:46507268;ChEBI:46020
58911	N-Aminoethylmorpholine		""	1		false	false	false	-1	DrugBank	PubChem Substance:46505454;PDB:EMR;DrugBank:DB03096;PubChem Compound:408285
58912	Pmp-Hydroxyisoxazole, Pyridoxamine-5-Phosphate-Hydroxyisoxazole		""	0		false	false	false	-1	DrugBank	PDB:PMH;DrugBank:DB03097;PubChem Compound:445008;PubChem Substance:46507431
58913	[Methylseleno]Acetate		""	0		false	false	false	-1	DrugBank	DrugBank:DB03098;PDB:MSF;PubChem Substance:46506334;PubChem Compound:1952
58914	5-Amino 6-Nitro Uracil		""	0		false	false	false	-1	DrugBank	PubChem Compound:4369374;DrugBank:DB03099;PubChem Substance:46508998;PDB:UNC
58915	6-Nitroindazole		""	2		false	false	false	-1	DrugBank	DrugBank:DB03100;PubChem Compound:24239;PDB:6NI;PubChem Substance:46504479
58916	Ribose-1-Phosphate		""	1		false	false	false	-1	DrugBank	DrugBank:DB03101;PDB:R1P;PubChem Compound:439236;PubChem Substance:46508297;ChEBI:16300
58917	2-(Oxalyl-Amino)-4,7-Dihydro-5h-Thieno[2,3-C]Pyran-3-Carboxylic Acid		""	1		false	false	false	-1	DrugBank	PubChem Substance:46509006;DrugBank:DB03102;PubChem Compound:444765;PDB:OPA;ChemSpider:392595
58918	Thymidine-5'- Diphosphate		""	1		false	false	false	-1	DrugBank	PDB:TYD;DrugBank:DB03103;PubChem Substance:46505634;ChEBI:18075;PubChem Compound:46936575
58919	RU82129		""	1		false	false	false	-1	DrugBank	PDB:821;DrugBank:DB03104;PubChem Substance:46504640;BindingDB:14698;PubChem Compound:46936576
58920	5-Hydroxy Norvaline		""	0		false	false	false	-1	DrugBank	DrugBank:DB03105;PubChem Substance:46505812;PubChem Compound:5287587;PDB:DHN
58921	Myo-Inositol		"An isomer of glucose that has traditionally been considered to be a B vitamin although it has an uncertain status as a vitamin and a deficiency syndrome has not been identified in man. (From Martindale, The Extra Pharmacopoeia, 30th ed, p1379) Inositol phospholipids are important in signal transduction. [PubChem]"	2		false	false	false	-1	DrugBank	PDB:INS;NSC:8101;ChemSpider:868;PubChem Compound:892;ChEBI:17268;PubChem Substance:46505198;PubChem Substance:73813;DrugBank:DB03106
58922	Beta-Alanine		"An amino acid formed in vivo by the degradation of dihydrouracil and carnosine. Since neuronal uptake and neuronal receptor sensitivity to beta-alanine have been demonstrated, the compound may be a false transmitter replacing GAMMA-AMINOBUTYRIC ACID. A rare genetic disorder, hyper-beta-alaninemia, has been reported. [PubChem]"	0		false	false	false	-1	DrugBank	PDB:BAL;KEGG Compound:C00099;Guide to Pharmacology:2365;PubChem Substance:46507739;ChEBI:16958;PubChem Compound:239;DrugBank:DB03107;IUPHAR:2365
58923	4-Phospho-D-Erythronate		""	0		false	false	false	-1	DrugBank	PubChem Substance:46506820;PDB:DEZ;KEGG Compound:C03393;PubChem Compound:446947;ChEBI:49003;DrugBank:DB03108
58924	N-Acetyl-D-Allosamine		""	1		false	false	false	-1	DrugBank	PubChem Compound:440552;PDB:NAA;DrugBank:DB03109;PubChem Substance:46505390
58925	2-Chlorophenol		""	1		false	false	false	-1	DrugBank	PubChem Substance:46508177;PDB:2CH;DrugBank:DB03110;ChEBI:47083;PubChem Compound:7245
58926	Glucosamine 1-Phosphate		""	0		false	false	false	-1	DrugBank	PDB:GP1;DrugBank:DB03111;ChEBI:27625;PubChem Substance:46507220;PubChem Compound:46936577
58927	6-(2-Oxo-Hexahydro-Thieno[3,4-D]Imidazol-4-Yl)-Hexanoic Acid		""	0		false	false	false	-1	DrugBank	PubChem Substance:46507965;ChemSpider:394139;PubChem Compound:446904;DrugBank:DB03112;PDB:SHM
58928	3-Fluoro-2-(Phosphonooxy)Propanoic Acid		""	0		false	false	false	-1	DrugBank	PubChem Substance:46504883;DrugBank:DB03113;PDB:FPE;PubChem Compound:46936578
58929	PAS219		""	1		false	false	false	-1	DrugBank	PDB:219;PubChem Substance:46508764;DrugBank:DB03114;BindingDB:14685;ChemSpider:4449838;PubChem Compound:5287461
58930	5-Bromo-N-(2,3-Dihydroxypropoxy)-3,4-Difluoro-2-[(2-Fluoro-4-Iodophenyl)Amino]Benzamide		""	1		false	false	false	-1	DrugBank	DrugBank:DB03115;PDB:BBM;PubChem Substance:46505983;PubChem Compound:17753852
58931	5-(1-Carboxy-1-Phosphonooxy-Ethoxyl)-Shikimate-3-Phosphate		""	0		false	false	false	-1	DrugBank	DrugBank:DB03116;PubChem Substance:46505941;PubChem Compound:46936579;PDB:SKP
58932	2-Carboxypropyl-Coenzyme A		""	0		false	false	false	-1	DrugBank	PubChem Compound:46936580;PDB:2CP;PubChem Substance:46505203;DrugBank:DB03117
58933	1-(5-Chloroindol-3-Yl)-3-Hydroxy-3-(2h-Tetrazol-5-Yl)-Propenone		""	0		false	false	false	-1	DrugBank	BindingDB:50093435;PDB:100;ChemSpider:19154604;PubChem Substance:46504686;PubChem Compound:5287411;DrugBank:DB03118
58934	Pentane		""	0		false	false	false	-1	DrugBank	PDB:LNK;PubChem Substance:46506028;DrugBank:DB03119;PubChem Compound:8003
58935	Para-Toluene Sulfonate		""	2		false	false	false	-1	DrugBank	PDB:TSU;ChEBI:27849;PubChem Compound:6101;PubChem Substance:46507671;DrugBank:DB03120
58936	1-Benzyl-5-Methoxy-2-Methyl-1h-Indol-3-Yl)-Acetic Acid		""	1		false	false	false	-1	DrugBank	ChemSpider:1331;DrugBank:DB03121;PubChem Substance:46505875;PubChem Compound:1372;PDB:I3N
58937	5-[4-(1-Carboxymethyl-2-Oxo-Propylcarbamoyl)-Benzylsulfamoyl]-2-Hydroxy-Benzoic Acid		""	1		false	false	false	-1	DrugBank	PubChem Compound:5287429;DrugBank:DB03124;PDB:161;PubChem Substance:46505887;ChemSpider:4449814
58938	2,4-Diamino-5-(3,4,5-Trimethoxy-Benzyl)-Pyrimidin-1-Ium		""	1		false	false	false	-1	DrugBank	PubChem Compound:446998;DrugBank:DB03125;PubChem Substance:46508671;ChemSpider:394214;PDB:TRR
58939	Mant-Adp		""	1		false	false	false	-1	DrugBank	DrugBank:DB03126;PDB:MNT;PubChem Compound:46936581;PubChem Substance:46506974
58940	Benzamidine		""	9		false	false	false	-1	DrugBank	PubChem Compound:444655;PDB:BAM;DrugBank:DB03127;PubChem Substance:46504844;ChEBI:41033;KEGG Compound:C01784
58941	Acetylcholine	Acetylcholine Chloride	"A neurotransmitter. Acetylcholine in vertebrates is the major transmitter at neuromuscular junctions, autonomic ganglia, parasympathetic effector junctions, a subset of sympathetic effector junctions, and at many sites in the central nervous system. It is generally not used as an administered drug because it is broken down very rapidly by cholinesterases, but it is useful in some ophthalmological applications. [PubChem]"	22	S01EB09	true	false	false	-1	DrugBank;KEGG Drugs	KEGG:D00999;PubChem Compound:187;Guide to Pharmacology:294;LigandBox:D00999;PharmGKB:PA448031;KEGG Compound:C01996;PubChem Substance:7848062;NIKKAJI:J231.275A;PDB:ACH;IUPHAR:294;PubChem Substance:46504484;ChEBI:15355;CAS:60-31-1;DrugBank:DB03128
58942	[3-(1,3,2-Dioxaborolan-2-Yloxy)Propyl]Guanidine		""	1		false	false	false	-1	DrugBank	ChemSpider:4451326;PubChem Compound:5289336;PubChem Substance:46506340;DrugBank:DB03129;PDB:SBP
58943	S-P-Nitrobenzyloxycarbonylglutathione		""	1		false	false	false	-1	DrugBank	PDB:GNB;PubChem Substance:46508387;PubChem Compound:46936582;DrugBank:DB03130
58944	3-(2-Benzothiazolylthio)-1-Propanesulfonic Acid		""	1		false	false	false	-1	DrugBank	DrugBank:DB03132;PDB:BTS;PubChem Compound:162569;PubChem Substance:46506556;ChemSpider:142731
58945	2-(Beta-D-Glucopyranosyl)-5-Methyl-1,2,3-Benzimidazole		""	1		false	false	false	-1	DrugBank	PubChem Substance:46508048;DrugBank:DB03133;PDB:IMK;PubChem Compound:46936583
58946	2-Aminopimelic Acid		""	0		false	false	false	-1	DrugBank	DrugBank:DB03134;PDB:NPI;PubChem Substance:46509145;PubChem Compound:446719
58947	[2(Formyl-Hydroxy-Amino)-Ethyl]-Phosphonic Acid		""	1		false	false	false	-1	DrugBank	PDB:129;DrugBank:DB03135;PubChem Substance:46504457;PubChem Compound:446273
58948	4-Iodobenzo[B]Thiophene-2-Carboxamidine		""	3		false	false	false	-1	DrugBank	BindingDB:50098137;DrugBank:DB03136;PubChem Substance:46507328;PDB:ESI;PubChem Compound:1746;ChemSpider:1683
58949	8-(2,5-Dimethoxy-Benzyl)-2-Fluoro-9-Pent-9h-Purin-6-Ylamine		""	1		false	false	false	-1	DrugBank	PubChem Substance:46505734;BindingDB:15384;DrugBank:DB03137;ChemSpider:4451235;PDB:PUZ;PubChem Compound:5289232
58950	Perchlorate Ion		""	0		false	false	false	-1	DrugBank	PDB:LCP;PubChem Compound:123351;DrugBank:DB03138;ChEBI:49706;PubChem Substance:46506970;ChemSpider:109953
58951	6-[5-(2-Oxo-Hexahydro-Thieno[3,4-D]Imidazol-4-Yl)-Pentanoylamino]-Hexanoic Acid		""	0		false	false	false	-1	DrugBank	PubChem Compound:446905;ChemSpider:394140;PubChem Substance:46507521;DrugBank:DB03139;PDB:BH7
58952	4-Carboxyphenylboronic Acid		""	0		false	false	false	-1	DrugBank	PubChem Substance:46505503;PDB:4CB;PubChem Compound:312183;DrugBank:DB03140
58953	3-({5-Benzyl-6-Hydroxy-2,4-Bis-(4-Hydroxy-Benzyl)-3-Oxo-[1,2,4]-Triazepane-1-Sulfonyl)-Benzonitrile		""	0		false	false	false	-1	DrugBank	PubChem Substance:46508567;PDB:BH0;PubChem Compound:448667;DrugBank:DB03141
58954	Alpha-L-Arabinose		""	0		false	false	false	-1	DrugBank	DrugBank:DB03142;KEGG Compound:C02604;ChEBI:28772;PDB:ARA
